Period;Seller;SKU;Revenue;Sales;Balance;Turnover days;Base price;Basic Sale;Basic Sale Price;Price with WB wallet;Comments;Days in website;Search cpm avg
дек;ООО Добрый Вечер;6696474183;0;0;0;0;94975;1284;43682;42793;0;1211;0
дек;ООО Зеффиро;1222624689;7081;4;5;33;103895;789;71148;69713;510;29947;0
дек;ООО ИК ДЖИ ЭЙ Групп;3006025357;0;0;33;-11;33274;363;22154;21704;0;37;0
дек;ООО КО Экспо;8918111327;1469133;901;811;842;194645;2286;75073;73549;1595;8103;482
дек;ООО Корекс;966725393;0;0;2;-2;19000;218;8621;8446;52;677;0
дек;ООО Космос;3528281911;0;0;0;0;21977;268;17403;17050;0;855;0
дек;ООО Космос Груп;5656044163;2155678;1799;877;896;94040;1865;46097;45155;6210;23657;616
дек;ООО Крем ШОП;5925389660;4017;3;28;29;65271;1042;30891;30263;12;511;0
дек;ООО Куоре;813757047;3935;9;69;252;4432;104;3279;3211;31;1314;0
дек;ООО Лайм;1781584348;44142;44;377;1606;23998;420;7101;6957;9;96;0
дек;ООО Сдэк Южный Урал;2041731203;1887167;1184;2934;1160;62592;659;13685;13407;4588;2326;1049
дек;ООО Селлер Номер Один;243257218;0;0;0;0;1000;26;740;725;0;168;0
дек;ООО Табер Трейд;1397715674;88068;46;243;3717;38190;510;20234;19823;341;5919;263
дек;ООО Юмаркет;4684647062;0;0;3;-2;50829;384;37940;37174;0;458;0
дек;Омарова Патимат;514954623;0;0;0;0;6198;87;3560;3488;1;248;0
дек;Оригинал;388178744;0;0;0;0;3888;52;2877;2818;0;783;0
дек;Османов Магомед Абдулазизович;2674076720;1269;1;0;0;24500;445;13564;13288;6;851;0
дек;Осоо Корея Глобал;4224951010;1154974;892;1114;2670;49940;971;19069;18679;368;1414;0
дек;Рамазанов Рамазан Меджидович;5456107445;19025;18;3;30;67850;896;45226;44309;92;9645;0
дек;Рамазанова Эльзира Магомедовна;1955252506;0;0;3;-2;20550;325;13912;13630;40;3840;0
дек;Расул;30422789915;0;0;0;0;424579;3364;318756;312313;2;40188;0
дек;Расулова Мадина Расуловна;1601105422;0;0;1;-1;19200;152;15551;15236;5;2920;0
дек;Риска;53092001579;1379261;780;424;291;892509;7057;638020;625283;9362;82055;0
дек;СГЮ;3129104583;0;0;0;0;31650;621;19498;19100;138;6179;0
дек;Сабина;530408120;0;0;1;-1;3900;89;2127;2083;0;144;0
дек;Салимов Керим Адильханович;1942780326;0;0;0;0;16200;373;9503;9309;4;2654;0
дек;Северное Сияние;6413619594;50193;39;1;5;57400;1348;32309;31645;662;9964;0
дек;Серманизов П;1334494469;0;0;0;0;18728;80;16352;16021;0;2886;0
дек;Сулейманов Заур Алигусейнович;7210142295;0;0;0;0;59942;634;46687;45741;15;5085;0
дек;ТОО I Like Skincare;1506430643;15401;11;18;117;18842;249;9202;9015;11;89;375
дек;ТОО Koreacom;1656069554;2232;2;1;-1;17600;394;7481;7328;586;1441;0
дек;ТОО Skin BE FLY;970209867;0;0;0;0;6730;111;4814;4717;0;674;0
дек;ТОО Компания ЛВВ;1777799039;840058;398;266;145;21860;346;10966;10742;310;928;567
дек;Тагиров Тагир Закидинович;562608648;0;0;1;-1;3700;68;2427;2378;0;102;0
дек;Тамерлан;6731128532;0;0;0;0;57340;909;35676;34951;18;2150;0
дек;Татьяна М.м.;1706162632;0;0;0;0;10700;186;7383;7234;72;279;0
дек;Тринити;297834160;0;0;0;0;1100;27;801;784;0;24;0
дек;УСБ;636764754;16879;12;2;5;8250;104;5377;5268;182;936;0
дек;Устарханов Муслимбек Батырович;640747941;4866;6;1;1;4900;162;2211;2165;122;915;0
дек;Чудо -Дом;981792218;0;0;0;0;7960;192;4092;4008;2;660;0
дек;Шахрудинов Шахрутдин Лабазанович;603817848;0;0;0;0;5600;89;3085;3022;0;36;0
дек;Шехмирзаева Аминат Ахмедовна;531408432;0;0;0;0;5790;86;4088;4004;3;1419;0
дек;Шуанна;505404394;0;0;0;0;5598;133;1842;1804;0;279;0
дек;Эльдар;240146027;0;0;0;0;2800;68;890;872;0;186;0
дек;Юсуфова Мафирет Шихнебиевна;435817328;0;0;0;0;3400;58;2389;2341;3;576;0
ноя;11St Street;185367706;0;0;0;0;1000;70;297;297;0;394;0
ноя;ABC R.l.g.;263238865;0;0;0;0;3100;57;1305;1305;0;69;0
ноя;Adele;438569912;0;0;0;0;6459;152;1546;1546;5;502;0
ноя;Adorable;496719617;0;0;0;0;7799;77;4781;4636;0;240;0
ноя;Ailuna;766345090;0;0;0;0;61036;259;21328;21328;2;1485;0
ноя;Aiza;1812882391;0;0;0;0;13200;376;5976;5976;0;501;0
ноя;Aleum;272172178;215988;175;212;33;3500;55;1543;1543;30;39;0
ноя;Alexandra;1171826920;2130;2;0;0;9750;257;4745;4745;5;866;0
ноя;Am.store;2223173017;0;0;0;0;41857;374;21832;21832;0;135;0
ноя;Amedistore;285943850;0;0;0;0;1900;10;1692;1692;0;12;0
ноя;Arabiyan med;1078386503;0;0;0;0;20000;218;9037;9037;0;189;0
ноя;Asian Beauty Cosmetic;3729931187;0;0;0;0;66400;1047;28963;28963;56;6592;0
ноя;Ayasha;267006565;0;0;0;0;2100;34;1376;1376;0;54;0
ноя;B.m.r.oneclick;8082869154;2270;2;1;-1;56040;1130;35385;35385;52;2467;0
ноя;Baizak;492326292;0;0;0;0;5598;132;1868;1868;5;259;0
ноя;Balausa Cosmetics;293954405;0;0;0;0;5000;66;1692;1692;1;1;0
ноя;Beauty Life;886869296;0;0;0;0;7900;102;5845;5845;0;957;0
ноя;Beautyko;1110496355;260259;165;64;77;19947;335;6490;6490;26;1310;150
ноя;Beautymania;4170967661;0;0;0;0;31983;676;18990;18990;7;2364;0
ноя;Beisen;2810083915;46024;33;1;1;25400;446;15666;15666;817;2233;0
ноя;Brave Beauty;732046742;949;1;0;0;4770;114;2912;2912;105;406;0
ноя;Butikcosmetics;3248221911;0;0;0;0;26050;447;17631;17631;0;2632;0
ноя;Clever Store;244360451;0;0;0;0;1620;22;1255;1255;148;138;0
ноя;Cosmo;1023030935;0;0;0;0;9106;139;5882;5882;0;388;0
ноя;Dishop;774807300;0;0;0;0;13850;235;5566;5566;0;1445;0
ноя;Eldis;1476200560;0;0;0;0;11610;250;6722;6722;3;783;0
ноя;Firmach;30815955372;193066;144;29;65;500870;3604;388762;388696;6288;55941;0
ноя;Flatrent;1486151078;694191;540;174;75;26350;360;7453;7453;495;746;427
ноя;Flickersm;222417741;0;0;0;0;2000;41;1166;1166;0;229;0
ноя;G.g.g.;1697014896;0;0;0;0;13050;196;9339;9339;0;1031;0
ноя;G.t.a;226985063;0;0;0;0;1800;25;1341;1341;1;218;0
ноя;Girlish Charms;2166729147;0;0;0;0;16100;291;10690;10690;0;1506;0
ноя;Gitinov Kh. I.;1779425111;3239;2;0;0;13650;222;9308;9308;72;740;0
ноя;Home Market;579545248;0;0;0;0;4750;38;3808;3808;0;14;805
ноя;Hottie Cosmetics;5203931795;70278;85;0;0;28656;710;17985;17985;108;1565;800
ноя;Katrinshop;1700706098;0;0;0;0;17050;352;9409;9409;2;2237;0
ноя;Keauty;497693062;0;0;0;0;4889;20;4355;4355;0;251;0
ноя;Kiwano;3985587021;0;0;0;0;42170;1070;18026;18026;28;5894;0
ноя;Kontazio;280617530;0;0;0;0;3000;10;2673;2673;0;21;0
ноя;Korbutik;3244249877;0;0;0;0;26050;435;17786;17786;4;2720;0
ноя;Korea;3449137838;0;0;0;0;27930;480;17240;17240;0;834;0
ноя;Korea Love;3218496192;1375;1;0;0;24650;536;13217;13217;2;624;0
ноя;Korea Mood;610016716;22685;27;203;436;15545;188;8217;8217;1399;2350;0
ноя;Korealine;431137803;0;0;0;0;7500;68;4899;4899;0;533;0
ноя;Koreandream;632072632;0;0;0;0;5000;94;3354;3354;1;779;0
ноя;Kukku;1169706974;0;0;0;0;7700;136;5049;5049;0;10;0
ноя;Kuzanov Store;768604461;0;0;0;0;4380;71;3310;3310;15;285;0
ноя;Lakshme;1010097668;0;0;0;0;11900;249;5912;5912;3;1591;0
ноя;Laurus 777;233944219;0;0;0;0;2000;49;1007;1007;0;172;0
ноя;Life Style;4643129415;0;0;2;-2;43100;776;25466;25466;19;2681;0
ноя;Lifecosm;9144738085;25752622;19442;2803;233;204393;2845;58209;58209;52107;9719;5559
ноя;Live;7438723276;3153;3;2;-2;63599;1507;32227;31953;9;6168;0
ноя;Live 26;3823846965;0;0;0;0;29975;576;18336;18050;11;1637;0
ноя;Lumeno;1699216939;0;0;0;0;11550;114;9355;9355;0;96;0
ноя;M.i.m Showroom;13342122320;59817;55;3;1;138500;1851;87292;87292;62;3827;0
ноя;MD Shop;4590427317;3725766;3079;488;82;40810;951;20277;20277;5920;2663;2048
ноя;Magishop;7307174564;0;0;0;0;55440;1112;32807;32807;1;2198;0
ноя;Meyou Shop;485206066;0;0;0;0;7200;136;2274;2274;33;293;0
ноя;Miss Beauty;1011941805;1222;1;0;0;8650;102;6408;6408;7;449;200
ноя;MЮ Сервис;1744003426;0;0;0;0;24600;589;6357;6357;13;2032;0
ноя;Naturbeauty;410447780;0;0;1;-1;15500;146;4049;4049;0;615;0
ноя;Original 100;947971164;0;0;0;0;6940;148;4308;4308;0;673;0
ноя;Richi212;671356944;0;0;0;0;7200;95;4893;4893;0;690;0
ноя;Sammi Shop;5144715792;4609;3;0;0;52400;837;33968;33968;31;6456;0
ноя;Sarto;2136728178;0;0;0;0;22110;417;12615;12615;0;2711;0
ноя;Seol;2149022143;0;0;1;-1;25600;461;10631;10497;46;413;0
ноя;Shogha Skin;272552086;0;0;0;0;7000;64;2511;2511;4;39;0
ноя;Sima;385871735;0;0;0;0;3900;71;2497;2497;0;728;0
ноя;Sofashop;544609265;0;0;0;0;6000;113;2567;2567;0;76;0
ноя;Sst-Group;2070789416;0;0;0;0;16589;361;8620;8620;5;709;0
ноя;Tenderness;822563825;615942;435;187;60;11000;202;3633;3633;427;96;625
ноя;The Same Package;520390224;0;0;0;0;3080;38;2494;2494;0;137;0
ноя;Tokyo;286834762;0;0;0;0;2000;19;1620;1620;0;11;0
ноя;Topface;3791766060;1078;1;0;0;41300;749;25803;25803;91;7505;0
ноя;Umma Store;267356289;0;0;0;0;2670;49;1344;1344;0;54;0
ноя;Ummfirdaus.almaty;485783929;0;0;0;0;3600;84;2060;2060;0;286;0
ноя;Verovika;3855605501;1994;2;0;0;35022;794;14166;14166;1054;477;0
ноя;Wildmarket;467752558;0;0;0;0;3020;74;1895;1895;4;374;0
ноя;Yamakasi;3033509926;0;0;0;0;34900;881;14235;14235;2;4749;0
ноя;Yerbol;1877724013;0;0;0;0;20700;471;10398;10398;830;3851;0
ноя;Yolo;3613351272;385449;300;650;422;52700;1040;18196;18196;1182;3256;500
ноя;ZZ Group;217267729;0;0;0;0;2800;15;2370;2370;0;260;0
ноя;Zdanie;2045415468;7886;6;1;-1;20850;468;11698;11698;685;4396;0
ноя;Zima;4907852352;1341;1;4;-3;42400;976;23478;23478;23;5153;0
ноя;Абакаров Басир Мустафаевич;1083575247;0;0;0;0;9233;188;4822;4822;0;182;0
ноя;Абдукеримова Амина Якубовна;1111071553;0;0;0;0;9000;182;5639;5639;2;1160;0
ноя;Абдулаева Ш. М.;3203098691;0;0;0;0;28550;228;22941;22941;0;714;0
ноя;Адамова Мария Курбановна;475040201;0;0;1;-1;53000;170;8253;8253;0;346;0
ноя;Адилов Шамиль Эйвазович;4746140866;0;0;0;0;233015;838;105104;105104;0;404;0
ноя;Адухов Хабибула Магомедович;6155897847;0;0;0;0;38900;418;31509;31509;0;494;0
ноя;Азадова Анджела Хисеновна;495735719;0;0;0;0;5085;102;2456;2456;0;246;0
ноя;Алибеккадиева Айшат Абдулкеримовна;3192906830;0;0;0;0;23594;220;18723;18723;0;66;0
ноя;Алигаджиева;7442082445;18594;11;3;2;60100;907;42059;42059;199;3803;0
ноя;Алимирзаев Гасан Мухтарович;4214854332;6241;5;1;5;39880;768;21654;21654;106;2149;0
ноя;Алимирзаева Минара Мухтаровна;4653223289;8686;8;3;1;43950;951;23517;23517;401;5040;0
ноя;Альбина;768335328;0;0;0;0;7700;139;4992;4992;0;1472;0
ноя;Амиржан;896076088;0;0;0;0;13000;190;8073;8073;7;2026;0
ноя;Апельсин шоп;2544864835;0;0;0;0;10330;302;6540;6540;254;152;0
ноя;Асылбек Кызы Милана;1342808194;0;0;0;0;43887;375;10699;10699;1;216;0
ноя;Асюля;263106786;0;0;0;0;1670;37;1048;1048;1;70;0
ноя;Ахмедилова Эльвира Дибировна;279659910;0;0;0;0;1790;19;1449;1449;0;22;0
ноя;Балашова Мадина Бейбитовна;267671580;0;0;0;0;4000;37;2494;2494;0;53;0
ноя;Бахтияров Магомед Муминович;263106158;0;0;0;0;1690;42;967;967;1;70;0
ноя;Бахтиярова Имара Курбановна;440079194;987;1;0;0;3750;79;2213;2213;363;513;0
ноя;Бахтиярова Сафия Аркадьевна;263227781;0;0;0;0;1935;35;1253;1253;33;66;0
ноя;Бейбарыс П;2563494282;0;0;0;0;38170;140;34004;34004;2;6032;0
ноя;Бекмирзаева Мадинат Абдулгамидовна;2496637453;0;0;0;0;21300;488;11658;11658;0;2324;0
ноя;Бикиев Омурбек;1059142570;1069;1;1;4;22000;215;10124;10124;0;248;0
ноя;Бота;4746331777;14116;4;9;133;120000;813;79068;79068;14;8112;0
ноя;Гаджиев Умар Магомедарипович;871858002;0;0;0;0;8500;124;5864;5864;0;1028;0
ноя;Газиев Магомедзагид Магомедрасулович;228529040;0;0;0;0;2300;28;1639;1639;0;211;0
ноя;Гасанбекова С. И;2859274028;0;0;0;0;100000;864;13203;13203;0;119;100
ноя;Гасанов Шамиль Магомаевич;4824749899;0;0;0;0;45900;704;32314;32314;18;7995;0
ноя;Гасанова Аминат Ахмедовна;1659732442;0;0;0;0;17100;260;11531;11531;1;2375;0
ноя;Деветов Мухтархан Рашитханович;463171828;0;0;0;0;3400;38;2726;2726;0;392;0
ноя;Диана;258177789;0;0;0;0;3500;68;1105;1105;0;88;0
ноя;Есболганова;5104430173;1155;2;1;-1;75100;1676;20190;20190;19;5520;0
ноя;Заира;828537590;0;0;0;0;10500;148;6519;6519;0;1200;0
ноя;Зайнулабидов Магомед Апанди Магомедович;645129580;0;0;0;0;5600;105;3628;3628;0;802;0
ноя;Зульфия;198171142;0;0;0;0;2100;48;1086;1086;0;340;0
ноя;ИП;694048512;0;0;2;-1;6500;134;3574;3574;6;590;0
ноя;ИП Abaevna;292552799;0;0;0;0;4590;59;1840;1840;0;2;0
ноя;ИП Abc;6367599743;620901;495;779;2381;80410;1417;38212;38212;6275;5067;0
ноя;ИП Aikerbez;253296006;0;0;0;0;1500;37;931;931;0;106;0
ноя;ИП Alioris;2256071113;0;0;0;0;20430;121;17959;17959;3;2228;0
ноя;ИП All For You;1017430109;0;0;0;0;11200;246;4198;4198;0;404;0
ноя;ИП B Stars;539445279;0;0;25;-2;7060;130;2435;2435;0;50;0
ноя;ИП Balance;271354431;0;0;0;0;2200;45;1199;1199;0;44;0
ноя;ИП Dibo;942481627;0;0;0;0;12850;193;6579;6579;18;698;0
ноя;ИП I Like;2712114134;453823;372;110;485;27107;472;13774;13774;75;553;530
ноя;ИП Ksc;5906463243;849184;674;628;2149;82408;1453;32986;32986;3116;4566;0
ноя;ИП Lotos;1316021710;0;0;0;0;9125;50;8128;8128;8;378;0
ноя;ИП Matakana;528060201;30174;25;13;65;6642;130;2291;2291;1;130;0
ноя;ИП Muratovna;648372078;0;0;0;0;7700;155;3689;3689;1;789;0
ноя;ИП NS;480531012;0;0;0;0;2390;68;1556;1556;0;314;0
ноя;ИП Orda Doors;211595464;0;0;0;0;2070;53;971;971;0;283;0
ноя;ИП Premium Store;242123467;0;0;0;0;1211;31;835;835;0;149;0
ноя;ИП Rose;878103488;0;0;0;0;10000;155;6899;6899;1;2235;0
ноя;ИП Royal Mart;278168697;0;0;0;0;6000;83;962;962;0;22;0
ноя;ИП Xdm;274694936;0;0;0;0;1400;10;1247;1247;0;29;0
ноя;ИП Yergeshpayev;1297450459;20445;16;50;163;9830;190;5975;5975;1675;417;500
ноя;ИП АН А А;3511372121;11315;11;1;3;27097;522;16839;16839;449;1602;0
ноя;ИП Абдигали;476198635;5494;4;97;388;10000;145;2716;2716;572;334;100
ноя;ИП Абдукеримова Н М;4625887597;0;0;0;0;34300;568;23385;23385;0;1670;0
ноя;ИП Абдулманапов А П;30676597823;0;0;0;0;217545;3414;154050;154016;10;11939;0
ноя;ИП Абдулманапов Ш П;271242472;0;0;0;0;1800;38;1108;1108;0;43;0
ноя;ИП Абильтаева;1551451607;0;0;0;0;13400;333;7035;7035;0;1687;0
ноя;ИП Абрамов Антон Владимирович;770628564;46793;36;447;629;6200;111;3875;3875;2;260;0
ноя;ИП Абрамова О П;4097085171;2717373;2313;1137;1240;29570;587;19847;19847;2812;5034;0
ноя;ИП Абубакиров;3973550420;42835;20;75;267;63500;949;24629;24629;44;2021;441
ноя;ИП Агабегова С Ш;4634421056;0;0;0;0;36300;816;19491;19491;1;1512;0
ноя;ИП Адухов;4150661528;0;0;0;0;46600;623;31254;31127;0;4822;0
ноя;ИП Азаев Р З;754353925;0;0;0;0;7000;94;4751;4751;3;361;0
ноя;ИП Айгерим;765193012;0;0;0;0;4850;107;3118;3118;1;303;0
ноя;ИП Алдарова;244464392;0;0;0;0;3500;71;1014;1014;0;137;0
ноя;ИП Алекса;243941364;0;0;0;0;1700;42;985;985;0;140;0
ноя;ИП Алескерова С А;676001559;0;0;0;0;5800;93;4002;4002;0;626;0
ноя;ИП Алиев А М;3337644254;1704;1;0;0;25000;479;16809;16809;6;3545;0
ноя;ИП Алиева З А;3522421400;3548;3;1;-1;27210;569;17447;17390;267;3980;0
ноя;ИП Алиева З З;1638723690;1158;1;0;0;16125;331;8464;8464;2;1246;0
ноя;ИП Алиева И Г;4199110919;0;0;0;0;28150;309;22428;22428;1;297;0
ноя;ИП Алиханов М Н;257896750;0;0;0;0;2000;44;1117;1117;0;87;0
ноя;ИП Алхайров;1165866056;3656;3;1;-1;25000;356;7086;7086;19;920;0
ноя;ИП Алхайрова;2109199084;4053;3;1;1;23590;422;12191;12191;1682;1647;0
ноя;ИП Амина;1076339235;0;0;0;0;10260;61;8621;8621;73;198;0
ноя;ИП Андрей Ким;5494192053;4297;4;2;-2;41439;802;25496;25496;82;1693;0
ноя;ИП Арайлым;1034075356;0;0;0;0;9100;206;3841;3841;5;328;0
ноя;ИП Арчаков Р А;212171635;0;0;0;0;2300;31;1587;1587;0;281;0
ноя;ИП Асылбек;4557677484;0;0;2;-2;146254;1244;38468;38468;3;904;0
ноя;ИП Асылова;3811001127;0;0;3;-3;29900;183;26148;26148;63;2668;0
ноя;ИП Ахмедов А М;5981800320;8747;7;3;32;112780;1782;30498;30498;630;4228;0
ноя;ИП Ахмедова;3961998276;3200;3;0;0;39900;922;22489;22489;155;8080;0
ноя;ИП Ахмедова У Д;263238969;0;0;0;0;3000;59;1215;1215;0;69;0
ноя;ИП Ахмедова Э А;186899044;0;0;0;0;1785;51;862;862;76;386;0
ноя;ИП Ачкасов Максим Геннадьевич;226679324;43108;52;139;80;3000;73;786;786;63;214;0
ноя;ИП Аяла;1202258293;0;0;1;-1;30000;329;10155;10155;1;789;0
ноя;ИП Бабаков М А;1065737641;0;0;0;0;18776;195;9472;9472;0;192;0
ноя;ИП Бабкина С А;789869722;0;0;0;0;13903;135;7610;7381;0;201;0
ноя;ИП Байсейтова;1385240264;1290;1;1;10;36000;422;10458;10458;25;1197;0
ноя;ИП Балиев А Г;1197793282;0;0;0;0;8120;95;6576;6576;3;800;0
ноя;ИП Балнур;220105481;0;0;0;0;5995;42;3472;3472;0;247;0
ноя;ИП Баринова Т Ю;519942520;0;0;0;0;3080;38;2494;2494;0;137;0
ноя;ИП Бармина И С;1401172205;0;0;0;0;10150;250;5912;5912;32;1123;0
ноя;ИП Бачурина Е А;1427870876;0;0;0;0;9750;50;8684;8684;0;61;0
ноя;ИП Бейспекова;1234806919;0;0;0;0;10250;182;6427;6427;13;648;0
ноя;ИП Бекназарова A Э;1027529032;0;0;0;0;6150;148;3860;3860;0;371;0
ноя;ИП Белов Г В;520388708;0;0;0;0;3080;38;2494;2494;0;137;0
ноя;ИП Бехтер Н Ю;6066184601;0;0;0;0;146779;789;93305;93305;0;611;0
ноя;ИП Бозжаев;287196554;0;0;0;0;2200;10;1960;1960;0;6;0
ноя;ИП Болодис А С;448013041;0;0;0;0;3620;79;2142;2142;0;423;0
ноя;ИП Борисенко Елена Владимировна;6411982435;1551644;1081;231;226;97172;1627;52633;52633;1327;18497;2135
ноя;ИП Борисова Елена Николаевна;4385428264;1780;1;0;0;64067;913;28573;28573;91;1517;0
ноя;ИП Ботов Н В;2487168440;1405363;1086;250;59;36114;696;14987;14987;704;3627;914
ноя;ИП Бурянина М А;785854657;89916;71;44;76;14566;266;4671;4671;137;1405;0
ноя;ИП Варичкина О Н;2544883430;0;0;0;0;10330;302;6540;6540;0;131;0
ноя;ИП Власов С В;3546347572;147010;143;249;331;50835;1056;18504;18504;1362;4501;970
ноя;ИП Воронов Константин Станиславович;523412518;0;0;0;0;4394;66;2916;2916;0;149;0
ноя;ИП Воронова Мария Александровна;523412467;0;0;0;0;4394;67;2904;2904;0;149;0
ноя;ИП Гаджиев М Х;9202085841;18889;13;1;-1;70000;1311;44205;44205;48;3488;0
ноя;ИП Газимагомедов М А;2169489194;0;0;0;0;14500;278;9378;9378;0;351;0
ноя;ИП Гаммер Л А;203843903;0;0;0;0;1600;31;1104;1104;2;291;0
ноя;ИП Гарьянова Т Ю;974392395;0;0;0;0;14500;227;6110;6110;0;560;0
ноя;ИП Гаухар;701729646;0;0;0;0;11380;203;3614;3614;4;370;0
ноя;ИП Гахармани А В;1353270818;0;0;0;0;18150;248;12520;12520;2;3878;0
ноя;ИП Голдобин М Д;4270176868;0;0;0;0;152401;633;87751;85112;0;152;0
ноя;ИП Горяной Д В;7989475100;0;0;0;0;76931;1062;49915;49915;1;2357;0
ноя;ИП Гринь О Г;548889197;0;0;0;0;4689;113;2026;2026;0;70;0
ноя;ИП Гулназ М;293301727;0;0;0;0;2250;24;1704;1704;4;2;225
ноя;ИП Гуревич Евгений Семенович;33005343;29861;28;1;4;7490;136;2313;2313;94;2798;0
ноя;ИП Дария;978731891;0;0;0;0;20000;276;6141;6141;0;547;0
ноя;ИП Дейнега Ю В;291859391;0;0;0;0;3370;67;1091;1091;0;3;0
ноя;ИП Джамуева Д Б;192065710;0;0;0;0;2580;42;1477;1477;0;368;0
ноя;ИП Джаназаров;663656787;0;0;0;0;10650;162;4837;4837;2;728;0
ноя;ИП Дженетов З Б;1357334000;0;0;1;-1;9300;109;7220;7220;0;213;0
ноя;ИП Дин Ислам;1685675924;0;0;0;0;15100;91;12949;12949;51;1084;0
ноя;ИП Динисламова Ж Н;530606642;0;0;0;0;6700;121;2547;2547;0;120;0
ноя;ИП Дорожко;244752692;0;0;0;0;2220;38;1364;1364;0;136;0
ноя;ИП Ермакова М М;7241922560;707;1;1;-1;76425;1088;49044;49044;1;5349;0
ноя;ИП Ешиль К В;1793874647;0;0;0;0;20498;365;9751;9751;0;631;0
ноя;ИП Жапарова Гулайым Рахатбековна;1857374416;0;0;0;0;15050;320;7990;7990;0;411;0
ноя;ИП Жапарова М Т;582553405;0;0;0;0;10500;150;2618;2618;0;8;0
ноя;ИП Женишбекова А Ж;2770590341;1837128;1382;458;123;25743;513;13564;13564;1259;1151;732
ноя;ИП Жеткерген;1131696783;0;0;0;0;10010;253;4844;4844;0;1098;0
ноя;ИП Захарова О В;6116130688;0;0;0;0;77602;1208;39960;39960;2;3330;0
ноя;ИП Ибрагимов К Ш;463769036;0;0;1;-1;3011;62;2048;2048;0;378;0
ноя;ИП Ибраимова;572452825;0;0;1;-1;3998;30;3367;3367;2;22;0
ноя;ИП Ивкин Данил Александрович;468625488;63253;58;71;144;5600;127;3100;3100;163;1611;200
ноя;ИП Идрисова Н Ш;2285524413;0;0;0;0;17950;266;12530;12530;1;1066;0
ноя;ИП Ильясова П М;35430880891;193969;171;43;10;472500;3109;377266;376794;1181;29967;755
ноя;ИП Иманмурзаева Ж М;231005867;0;0;0;0;1950;34;1279;1279;0;198;0
ноя;ИП Исабекова;5391475711;0;0;0;0;344247;539;76455;76455;0;1179;0
ноя;ИП Казбек;1840157490;0;0;0;0;43000;516;11040;11040;196;593;100
ноя;ИП Кайыржан;690107801;0;0;0;0;4600;161;2107;2107;2;607;0
ноя;ИП Камбаралиев;1658156225;59216;42;52;654;30338;432;8470;8470;143;103;745
ноя;ИП Канищева А С;697536238;0;0;0;0;4002;69;3078;3078;4;551;0
ноя;ИП Каримбердиев;873264143;0;0;0;0;13110;50;11678;11678;1;2265;0
ноя;ИП Каримов Р Ж;484510533;0;0;0;0;7400;144;2042;2042;4;248;0
ноя;ИП Карлыгаш;2347205838;230631;201;175;163;93065;868;14459;14459;1544;3040;0
ноя;ИП Касулин А А;529682572;0;0;0;0;8394;92;4741;4741;0;126;0
ноя;ИП Касымхан;412974381;0;0;0;0;14000;173;1835;1835;0;607;0
ноя;ИП Ким;4302380016;454537;219;59;91;35518;578;23040;23040;1494;1694;0
ноя;ИП Кисслер К;340841292;0;0;0;0;15000;161;2846;2846;0;972;0
ноя;ИП Ковальчук Анастасия Александровна;3755597001;168095;134;144;476;87578;1644;45093;45093;2302;25625;353
ноя;ИП Когай;1921067206;0;0;0;0;16996;112;14354;14354;0;204;0
ноя;ИП Корнев А В;152767312;0;0;0;0;2628;48;1341;1341;0;188;0
ноя;ИП Коростин В О;6383340729;1897;4;1;-1;41538;663;28106;28106;23;587;0
ноя;ИП Косметиста;3803675814;18390;16;48;365;42599;860;19613;19613;317;2877;0
ноя;ИП Костров А С;1032554403;52458;52;513;1080;10030;260;3458;3458;84;108;1100
ноя;ИП Котова Х В;241819798;0;0;0;0;2500;77;569;569;1;150;0
ноя;ИП Кузина Зоя Тимофеевна;483802925;0;0;0;0;3650;54;2635;2635;2;292;0
ноя;ИП Куликова Е А;525765396;0;0;0;0;4000;78;2389;2389;0;132;0
ноя;ИП Куртымов Д С;1828543508;10364;7;0;0;16880;262;10756;10756;88;536;0
ноя;ИП Кучумов А К;217671987;1363;1;0;0;1700;19;1377;1377;20;257;0
ноя;ИП Кучумова Г Г;217671951;1074;1;0;0;1700;19;1377;1377;8;257;0
ноя;ИП ЛИ Ю В;563665583;0;0;0;0;4900;93;3381;3381;17;1156;0
ноя;ИП Ландик Г А;1256620853;10407;13;13;23;9318;156;6296;6296;105;530;376
ноя;ИП Лигай;322585596;0;0;0;0;4187;62;2888;2888;3;1128;0
ноя;ИП Лигай Л Г;808440885;70938;50;30;57;11760;208;3548;3548;1;147;0
ноя;ИП Липчак М С;1124829205;113219;108;116;93;10390;213;5872;5872;261;1077;250
ноя;ИП Литвиненко А Д;2485196727;279;1;99;670;18730;408;10108;10108;0;231;0
ноя;ИП Лузан Г П;544850051;0;0;0;0;3100;75;1981;1981;0;57;0
ноя;ИП Лыков А В;522781625;20588;20;23;172;4300;118;1756;1756;152;136;0
ноя;ИП Ляниченко;211068988;0;0;0;0;2200;28;1568;1568;0;286;0
ноя;ИП Магомедов М Д;257911049;0;0;0;0;4300;70;1288;1288;0;89;0
ноя;ИП Магомедов С А;1791048499;2585;2;0;0;10812;189;7877;7877;4;687;0
ноя;ИП Магомедова С И;1523920703;0;0;1;-1;35000;360;16869;16869;2;1800;0
ноя;ИП Мадышанов;2385502156;0;0;0;0;13900;103;12194;12194;146;244;0
ноя;ИП Макаров Николай Николаевич;718548800;0;0;0;0;5216;93;3597;3597;0;471;0
